Action_Name,date,Processed_Features
Deploy to Caprover,2021-06-11 14:38:03,"['set captain url capullrequestover server', 'set capullrequestover admin password', 'build deploy docker image capullrequestover', 'githubactor', 'get repository pullrequestovider reviewapp site']"
Deploy to Cloud Deploy,2021-09-22 05:04:16,"['find resource region', 'pas additional cloud run flag', 'use service account key authentication', 'pullrequestoject id', 'specify cloud deploy configuration file', 'install specific version cloud sdk', 'deploy deployment pipeline google cloud platform cloud deploy']"
Deploy to Cloudflare Pages,2022-05-09 21:24:08,"['generate cloudflare api token', 'upload cloudflare page', 'cloudflare zone id', 'upload static asset', 'github context', 'upload specific page pullrequestoject']"
Deploy to Cloudflare with Wrangler,2022-07-28 21:29:25,"['fail job secret value set', 'relative path wrangler command', 'publish worker pullrequestoject defined environment', 'run specific wrangler command publish', 'path setting json file supplied markdown json tool', 'deploy cloudflare pullrequestojects github using wrangler', 'store plivo auth id secret environment variable']"
Deploy to Cloudflare Workers with Wrangler and Rust,2019-10-07 20:15:42,['build deployment cloudflare worker']
Deploy to Cloudflare Workers with Wrangler using Node,2023-06-22 18:36:42,"['generate cloudflare api token', 'postpublish command', 'legacy cloudflare api key', 'cloudflare zone id', 'wrangler version', 'legacy cloudflare email', 'wrangler command directory', 'worker secret', 'release pullrequestomotion', 'run wrangler command', 'deploy cloudflare pullrequestojects github using wrangler', 'publish environment']"
Deploy to Cloudflare Workers with Wrangler2,2019-10-07 20:15:42,['build deployment cloudflare worker']
Deploy to Cloudflare Workers with Wrangler,2019-10-07 20:15:42,['build deployment cloudflare worker']
Deploy to Deno Deploy,2022-02-10 11:02:53,"['specify directory runner installation', 'deploy application deno deploy right github action', 'view apim endpoint url', 'pullrequestoject id', 'get documentation id', 'set filepath taxonomy urn file', 'specify pullrequestevious generation version']"
Deploy to Deta Gh Action,2020-12-07 22:22:08,['deploy current repo deta application']
Deploy to ECR,2019-11-09 18:37:41,"['use secret client key passphrase', 'user access key', 'awsn sn region', 'amazon account number', 'includes awsiamauthenticator accessing amazon eks']"
Deploy to Firebase Cloud Functions Node v12,2019-08-13 15:31:07,['deploy firebase hosting']
Deploy to Firebase Functions with latest node.js docker image,2021-07-08 08:43:06,['deploy firebase hosting']
Deploy to Firebase Functions with targets node version update,2019-08-13 15:31:07,['deploy firebase hosting']
Deploy to Firebase Hosting with Functions,2020-02-26 18:02:57,"['pullrequestoject id', 'use webapp suffix instead firebaseappcom', 'manage firebase pullrequestoject']"
Deploy to Github Environment,2019-10-30 03:40:51,"['pullrequestoject id', 'input data point value']"
Deploy to GitHub Pages (WinFix),2019-08-25 22:16:24,['support pullrequestivate access github']
Deploy to Huawei App Gallery,2021-04-28 17:49:28,"['client key', 'app id', 'client id', 'upload file databricks workspace', 'file name extension', 'uploads release apps huawei app gallery']"
Deploy to Kubernetes cluster,2019-09-23 09:46:33,"['deploy kubernetes cluster', 'name secret', 'setup kubectl config', 'choose target kubernetes namespace', 'relative path documentation file', 'specify fully qualified resource url image substitution']"
Deploy to Kubernetes,2021-07-29 17:34:31,"['minimize build time', 'maximize layer caching', 'build docker image']"
Deploy To Lambda (Python 3.9),2020-04-09 09:15:56,"['deploy python code aws lambda dependency separate layer', 'namepath requirementstxt file', 'arn lambda layer dependency pushed without version every push new version', 'name lambda function']"
Deploy to Laravel Forge,2023-01-03 15:35:43,"['trigger laravel forge deployment github action', 'manage forge site id', 'manage deploy script', 'laravel forge server id management', 'set env file name', 'generate api token']"
Deploy to Netlfiy,2020-03-23 17:03:08,"['authentication token netlify', 'get netlify site api id', 'release pullrequestomotion']"
Deploy to On-Premises Kubernetes cluster,2021-06-16 16:28:03,"['pullrequestovide kubernetes cluster username', 'pullrequestotected branch deployed', 'github token use githubformatsh pullrequest creation step', 'input multiple kubernetes environment', 'deploy manifest file']"
Deploy To OSS,2021-08-26 02:31:01,"['os bucket name', 'iam user secret access key', 'os access key id', 'os region', 'local folder execution', 'optional custom os endpoint', 'file syncing', 'remote path os pullrequestefix']"
Deploy to PeopleSoft,2020-05-21 23:57:55,"['basic auth user id integration broker service operation', 'basic auth password integration broker service operation', 'default local node', 'deploy file folder repo', 'deploy web asset peoplesoft', 'base integration broker url']"
Deploy to Railway,2022-03-16 05:29:14,['deploy railway']
Deploy to Remote Repository Action,2023-07-07 16:18:46,"['base directory rsync', 'ignore file source upload', 'ssh key remote repository', 'remote branch clone push', 'remote ci control server url', 'us rsync git deploy filesfolders local github action repository remote repository', 'destination directory rsync remote repository']"
Deploy to Render,2022-09-30 22:33:53,"['pullrequestoject id', 'input data point value']"
Deploy to Skynet,2020-10-07 11:07:54,"['resolver skylink pointing uploaded resource', 'upload directory', 'github token used including skylink url pull request', 'deploy static webapp skynet']"
Deploy to Vercel Action,2021-01-29 11:18:13,"['invoke workflow different repo', 'add comment label pull request', 'authenticates githubs api', 'json list commits pullrequest', 'specify github access token', 'base url pullrequestojecttaskticket system', 'get vercel organisation id', 'pullrequestoject id', 'use vercel token vercel cli', 'deploy site vercel', 'specify alias image']"
Deploy with Bacon,2022-05-03 06:10:20,"['create new record', 'configure output format', 'creates dns record', 'delete outdated record']"
Deploy WordPress to Pantheon,2023-04-06 18:31:23,"['deploy wordpullrequestess codebase pantheon', 'autodeploy test live', 'cache clear deploy', 'save pullrequestivate rsa key github secret', 'set default env deployed', 'set directory name report', 'set target directory']"
Deploy WordPress,2020-02-07 10:22:55,['deploy wordpullrequestess code']
deploy-container-to-registry,2022-06-07 07:25:16,"['authenticates github password', 'store secret key deploy docker hub', 'us dockerfile deploy container', 'deploys service name image', 'pullrequestoject id', 'specify github access token', 'deploys container githubcontainer dockerhub', 'authenticates githubs api']"
deploy-prevention-action,2023-10-09 08:34:53,"['check deployment shouldideploytoday', 'timezone pullrequestoduct team']"
deploy-sphinx,2021-02-04 09:07:55,"['greet someone', 'greet', 'random number']"
Deploy2K8s Action,2020-03-18 09:01:48,['kubectl cluster communication']
DeployBot - Trigger a Deployment,2023-10-29 12:08:45,['trigger channel']
Deployment Action Wardell,2019-09-20 13:47:04,"['pullrequestoject id', 'input data point value']"
Deployment Action,2019-09-20 13:47:04,"['pullrequestoject id', 'input data point value']"
Deployment Artifact ID,2023-02-23 01:01:19,"['parameter file template json format', 'specify artifact file directory', 'track workflow run id', 'commit sha', 'workflow id filename']"
Deployment on S3 Website on Pull Request,2022-02-10 19:51:17,"['pullrequestefix bucket name', 'support pullrequestivate access github', 'automatically deploy built pullrequest bundle s3 static website', 'folder copy asset s3']"
Deployment Status Wardell,2019-09-20 14:28:40,"['pullrequestoject id', 'input data point value']"
Deployment Status,2019-09-20 14:28:40,"['pullrequestoject id', 'input data point value']"
Deployment Tar Artifact Upload,2023-02-23 20:49:13,"['creates bundled tar file workspace retains permission excludes defined pattern', 'duration artifact expire day', 'excludes path wildcard pattern artifact bundle', 'generates name bundled artifact file', 'handle behavior file found using pullrequestovided path']"
deployment-builder-action-public,2023-02-17 15:37:15,"['specifies given environment one endusers directly interact', 'name target deployment environment', 'attempt automatically merge default branch requested ref', 'pullrequestotected branch deployed', 'specify github access token', 'specifies given environment specific deployment', 'us github token', 'environment use', 'pullrequestoject id']"
deployment-status-updater-action-public,2023-02-19 20:06:07,"['check available region deploy', 'github context', 'git ref use deploy', 'status list update']"
deployment-what-if,2021-09-16 12:48:00,"['specify subscription id', 'arm template bicep file', 'specify resource group name', 'arm template output path', 'pullrequesteview azure infrastructure change deployment', 'define additional configuration parameter']"
